tweet_3210	#RT @Naijaknowhow: RT @iamFRANQ: Samsung is predicted to launch a new mid-range smartphone this February. It is known that the phone is the Galaxy A72 4G > https://t.co/ipR8GQTYjo Mikel | #Clubhouse | Mustafi | Obasanjo | Chloe | Halle | BREAKING NEWS | Myanmar | #XRPCommunity…	Samsung	0	
tweet_3211	Save money with our new PAL SmartGate + SIM + Web Portal bundles. #3G #GSM gate control with smartphone app, dial-to-open, and vehicle detection options. Link: https://t.co/5HlQjsYkEy https://t.co/XAP6Oa2U1p		0	
tweet_3212	RT @Venkey_3: @MadhavSheth1 We are the pioneers of 64 MP Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture @MadhavSheth1 Join @se3makumari @GreenMirchiii @creation_lazy @Falguni82821634	Realme	1	
tweet_3213	RT @maknacancer: Get your cameras and smartphones ready! In collaboration with @Menara_KL, we will be lighting up the prestigious Malaysian landmark to support those who are battling cancer worldwide. Capture this momentous event and tag us @maknacancer #IAmAndIWill #WorldCancerDay https://t.co/YhDq5ipxX4		0	
tweet_3214	RT @buildersports: It's game day for @SCMensBall as they head up to KC to take on the Eagles! ⌚️7:30pm at Avila 📍Kansas City, Mo. 📺https://t.co/GHYIjZsiQd 📻95.9 FM 🎙️@vikingbuilder 📲KSOK smartphone app 📈https://t.co/lanDzWQWK1 https://t.co/xCgFtgYZ43		0	
tweet_3215	RT @MadhavSheth1: 5G smartphones are no more heavy. We have made #realmeX7Pro slimmer and lighter to fit our trendsetting design family. https://t.co/l1UdzNHqmw	Realme	1	
tweet_3216	Experience an unbeaten Experience of Videography with the Latest Reno 5 PRO 5G @oppo @oppomobileindia #smartphones #mobile #5g #reno5pro5g #indianmemoir https://t.co/tMOQ5CQNjx	Oppo 	1	
tweet_3217	RT @TobiDaGreatest: If you have a Younger brother that uses a smartphone,Start taking note of his social media contents. E.g-When he starts uploading 2pac’s picture or Pablo Escobar and calls them “Mentor” Or when he starts quoting lyrics of songs like “am a sinner but imma die in the game” 😭🤦‍♂️		0	
tweet_3218	Samsung Galaxy Z Fold 2 5G | Factory Unlocked Android Cell Phone | 256GB Storage | US Version Smartphone Tablet | 2-in-1 Refined Design, Flex Mode | Mystic Bronze - https://t.co/trYde7JDDo https://t.co/0lDmoYs7HY	Samsung	0	
tweet_3219	QT @MadhavSheth1: We are the pioneers of 64mp smartphone camera technology in india. @MadhavSheth1 #XisTheFuture #realmeX7Pro #realmeX7series @realmecareIN ; We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3220	Samsung has confirmed that a trio of affordable smartphones are coming to the UK soon, with the Samsung Galaxy A32 5G being the clear star, but the Galaxy A12 and Samsung Galaxy A02s also landing for those who want something even cheaper. https://t.co/42fDvnr0Yc	Samsung	1	
tweet_3221	Easy Cell Service-Locked LG Stylo 5 4G LTE Pay as you go Smartphone – Black – 32GB – Sim Card Included – GSM	LG	1	
tweet_3222	Upgrade/Update acer liquid z200 6422 to 6.0 Marshmallow : https://t.co/EvJmfojXfY liquid z200-7259.html Acer Liquid Z200 Android Smartphone. Announced 2014, June. Features 3G, 4.0″ TFT Capacitive Touchscreen, 2 MP Camera, Wi Fi, GPS, Bluetooth.Liquid Z200	Acer	0	
tweet_3223	RT @buildersports: It's game day for @SCMensBall as they head up to KC to take on the Eagles! ⌚️7:30pm at Avila 📍Kansas City, Mo. 📺https://t.co/GHYIjZsiQd 📻95.9 FM 🎙️@vikingbuilder 📲KSOK smartphone app 📈https://t.co/lanDzWQWK1 https://t.co/xCgFtgYZ43		0	
tweet_3224	RT @MadhavSheth1: 5G smartphones are no more heavy. We have made #realmeX7Pro slimmer and lighter to fit our trendsetting design family. https://t.co/l1UdzNHqmw	Realme	1	
tweet_3225	Ga-Rei Zero wallpapers for iPhone 3G, iPhone 4, Nokia https://t.co/WYqVcvx33M #anime #smartphonewallpaper https://t.co/rpxgWy6oru	iphone (Apple), Nokia	0	
tweet_3226	Tecno F1-5″ Screen -8gb Rom + 1gb Ram – 5mp + 2mp Camera – Android 8.1 Oreo – 2000mah ✅ When it comes to low budget smartphones the Tecno F1 is a nice design and  good looking device with 18:9 aspect ratio. ✅ Now for Only: #25,000 🛒 https://t.co/dL9pFOjrWu #ValentinesDay https://t.co/ENKPVOtnvu	Tecno	1	
tweet_3227	RT @Fabriziobustama: The Future is now. #AugmentedReality #MixedReality #VirtualReality #IoT #5G #Tech #Smartphones #innovation Cc: @FrRonconi @LouisSerge @gvalan @KanezaDiane @sebbourguignon @fogle_shane @Dahl_Consult @PawlowskiMario @archonsec @baski_LA @CurieuxExplorer @achyutaghosh @techpearce2 https://t.co/ixkNz0M93F		0	
tweet_3228	Sources say that the device could feature the Snapdragon 860 processor #poco #pocox3pro #Qualcomm #qualcommsnapdragon860 #Snapdragon #Processor #smartphone #mobile #android #technology https://t.co/eiinkXFgGp	Poco	1	
tweet_3229	Samsung Galaxy A Series smartphone with rotating camera https://t.co/V4lahlEas7 https://t.co/NYUYh6PMBA	Samsung	1	
tweet_3230	If you have a Younger brother that uses a smartphone,Start taking note of his social media contents. E.g-When he starts uploading 2pac’s picture or Pablo Escobar and calls them “Mentor” Or when he starts quoting lyrics of songs like “am a sinner but imma die in the game” 😭🤦‍♂️		0	
tweet_3231	RT @MadhavSheth1: 5G smartphones are no more heavy. We have made #realmeX7Pro slimmer and lighter to fit our trendsetting design family. https://t.co/l1UdzNHqmw	Realme	1	
tweet_3232	@phonebuff Galaxy Note20 Ultra 5G is best looking smartphone and music 🎶 lovers speakers 🔊.	galaxy (Samsung)	1	
tweet_3233	RT @Fabriziobustama: The Future is now. #AugmentedReality #MixedReality #VirtualReality #IoT #5G #Tech #Smartphones #innovation Cc: @FrRonconi @LouisSerge @gvalan @KanezaDiane @sebbourguignon @fogle_shane @Dahl_Consult @PawlowskiMario @archonsec @baski_LA @CurieuxExplorer @achyutaghosh @techpearce2 https://t.co/ixkNz0M93F		0	
tweet_3234	QT @Fabriziobustama: The Future is now. #AugmentedReality #MixedReality #VirtualReality #IoT #5G #Tech #Smartphones #innovation Cc: @FrRonconi @Lou… https://t.co/TinbWzh0gT ; The Future is now. #AugmentedReality #MixedReality #VirtualReality #IoT #5G #Tech #Smartphones #innovation Cc: @FrRonconi @LouisSerge @gvalan @KanezaDiane @sebbourguignon @fogle_shane @Dahl_Consult @PawlowskiMario @archonsec @baski_LA @CurieuxExplorer @achyutaghosh @techpearce2 https://t.co/ixkNz0M93F		0	
tweet_3235	RT @buildersports: It's game day for @SCMensBall as they head up to KC to take on the Eagles! ⌚️7:30pm at Avila 📍Kansas City, Mo. 📺https://t.co/GHYIjZsiQd 📻95.9 FM 🎙️@vikingbuilder 📲KSOK smartphone app 📈https://t.co/lanDzWQWK1 https://t.co/xCgFtgYZ43		0	
tweet_3236	@MadhavSheth1 We are the pioneers of 64 Megapixel Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture #realme @MadhavSheth1 @realmemobiles	Realme	1	
tweet_3237	RT @MadhavSheth1: We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3238	@MadhavSheth1 We are the pioneers of 64MP Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture @hey_its_sim @Im_HimanshuK @vinodsapra76 @shubhamdutt13 @shimmer_sneh @Miss_Kanta	Realme	1	
tweet_3239	RT @MadhavSheth1: We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3240	Huawei P40 Lite Smartphone débloqué 4G ACHETER CET ARTICLE-https://t.co/qnSZTeJaMY https://t.co/jhlu6T8Vc0 #amazon #france #lyon #Paris #folllow #page #ebay FACBOOK-https://t.co/Dmw2BFYWPv TWITTER-https://t.co/fM9NQrbOCN INSTAGRAM-https://t.co/L5N5cZ3rRZ https://t.co/COqSSgBlPL	Huawei	1	
tweet_3241	G-Products - Delivery 📌US$209 for 1 Black Samsung Galaxy A11 Smartphone (32GB, Android 10, Display: 6.4-inch LCD punch-hole, Rear camera: 13MP triple sensors and Selfie Camera: 8MP) https://t.co/BUQ2KesiPh https://t.co/pYWwgRPbi5	Samsung	1	
tweet_3242	RT @cuteushakumari: @MadhavSheth1 You are the pioneers of 64 MP Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture #realme @MadhavSheth1 Join🕊️ @handsomeraaj @rajeshsapra @ramsapra54 @mintoosapra	Realme	1	
tweet_3243	RT @MadhavSheth1: We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3244	@MadhavSheth1 We are the pioneers of 64 MP Smartphone Camera technology in India. #realmeX7Pro	Realme	1	
tweet_3245	RT @MadhavSheth1: We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3246	@MadhavSheth1 You are the pioneers of 64 MP Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture #realme @MadhavSheth1 Join🕊️ @handsomeraaj @rajeshsapra @ramsapra54 @mintoosapra	Realme	1	
tweet_3247	RT @TechnicalGuruji: Samsung Galaxy S21 & S21+ Unboxing & First Look | Epic Game-Changer Smartphones | 5G🔥🔥🔥 https://t.co/TIPH5XIsao via @YouTubeIndia @SamsungIndia	Samsung	1	
tweet_3248	RT @jimmyg: More than two billion people regularly use smartphones with ARM processors. This revolution began nearly 30 years ago with the first ARM-powered handheld computer. Here’s my story of what it was like to be there on Day 1 when the first Apple Newton PDA went on sale. [thread] https://t.co/18NLt0eNi7	Apple	1	
